Name,Value,URL,Target Value,Total Value,Elapsed Time (s),Target Value Log,Total Value Log,Elapsed Time Log,Results Log
TEST_318008,1135.9283023,318008_v1135.9283023,1213,1212.7033985,3.583475112915039,目標值: 1213,結果加總: 1212.7033985,所用時間: 3.58 秒,"[('TEST_318008', 1135.9283023, '318008_v1135.9283023'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_346131,551.9797668,346131_v551.9797668,1595,1594.8913542,3.72965931892395,目標值: 1595,結果加總: 1594.8913542,所用時間: 3.73 秒,"[('TEST_346131', 551.9797668, '346131_v551.9797668'), ('TEST_492295', 983.97335, '492295_v983.97335'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119')]"
TEST_78791,810.9907362,78791_v810.9907362,1115,1114.9040706,0.05407547950744629,目標值: 1115,結果加總: 1114.9040706,所用時間: 0.05 秒,"[('TEST_78791', 810.9907362, '78791_v810.9907362'), ('TEST_37126  ', 155.9890939, '37126_v155.9890939'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842'), ('TEST_416829 ', 104.9397563, '416829_v104.9397563')]"
TEST_37315,990.9778578,37315_v990.9778578,1749,1748.9051428,0.21963262557983398,目標值: 1749,結果加總: 1748.9051428,所用時間: 0.22 秒,"[('TEST_37315', 990.9778578, '37315_v990.9778578'), ('TEST_149432', 211.9686291, '149432_v211.9686291'), ('TEST_401552', 466.9659571, '401552_v466.9659571'), ('TEST_175275 ', 78.9926988, '175275_v78.9926988')]"
TEST_445491,959.9079786,445491_v959.9079786,1054,1053.7979662999999,0.27522993087768555,目標值: 1054,結果加總: 1053.7979662999999,所用時間: 0.28 秒,"[('TEST_445491', 959.9079786, '445491_v959.9079786'), ('TEST_67738  ', 59.9588516, '67738_v59.9588516'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_259975,666.9791223,259975_v666.9791223,1701,1700.8991029,2.676391363143921,目標值: 1701,結果加總: 1700.8991029,所用時間: 2.68 秒,"[('TEST_259975', 666.9791223, '259975_v666.9791223'), ('TEST_21812', 312.9691503, '21812_v312.9691503'), ('TEST_41828', 564.9617364, '41828_v564.9617364'), ('TEST_37126  ', 155.9890939, '37126_v155.9890939')]"
TEST_299462 ,97.9898483,299462_v97.9898483,138,137.8977339,0.38188791275024414,目標值: 138,結果加總: 137.8977339,所用時間: 0.38 秒,"[('TEST_299462 ', 97.9898483, '299462_v97.9898483'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_264687,347.90649,264687_v347.90649,635,634.8025526,4.6450560092926025,目標值: 635,結果加總: 634.8025526,所用時間: 4.65 秒,"[('TEST_264687', 347.90649, '264687_v347.90649'), ('TEST_25242  ', 85.917553, '25242_v85.917553'), ('TEST_346732 ', 101.9991873, '346732_v101.9991873'), ('TEST_211078 ', 98.9793223, '211078_v98.9793223')]"
TEST_314267 ,72.9370875,314267_v72.9370875,1954,1953.751816,1.6127989292144775,目標值: 1954,結果加總: 1953.751816,所用時間: 1.61 秒,"[('TEST_314267 ', 72.9370875, '314267_v72.9370875'), ('TEST_126555', 423.9712635, '126555_v423.9712635'), ('TEST_278138', 555.9215954, '278138_v555.9215954'), ('TEST_12596', 900.9218696, '12596_v900.9218696')]"
TEST_16279,377.9895163,16279_v377.9895163,988,987.9077018,1.6318156719207764,目標值: 988,結果加總: 987.9077018,所用時間: 1.63 秒,"[('TEST_16279', 377.9895163, '16279_v377.9895163'), ('TEST_393156', 385.9625999, '393156_v385.9625999'), ('TEST_409842 ', 81.9990051, '409842_v81.9990051'), ('TEST_493861 ', 141.9565805, '493861_v141.9565805')]"
TEST_328380,1157.920046,328380_v1157.920046,1385,1384.7629507,1.2605173587799072,目標值: 1385,結果加總: 1384.7629507,所用時間: 1.26 秒,"[('TEST_328380', 1157.920046, '328380_v1157.920046'), ('TEST_402037 ', 70.9693804, '402037_v70.9693804'), ('TEST_381401 ', 110.9276124, '381401_v110.9276124'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119')]"
TEST_184600 ,26.9678572,184600_v26.9678572,356,355.9023748,0.32514429092407227,目標值: 356,結果加總: 355.9023748,所用時間: 0.33 秒,"[('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271'), ('TEST_336136 ', 68.9856077, '336136_v68.9856077'), ('TEST_154476', 231.9538828, '154476_v231.9538828')]"
TEST_479772,648.9539222,479772_v648.9539222,1364,1363.7816445,0.16456294059753418,目標值: 1364,結果加總: 1363.7816445,所用時間: 0.16 秒,"[('TEST_479772', 648.9539222, '479772_v648.9539222'), ('TEST_238513', 254.9547528, '238513_v254.9547528'), ('TEST_381401 ', 110.9276124, '381401_v110.9276124'), ('TEST_250415', 348.9453571, '250415_v348.9453571')]"
TEST_451507,1729.9708058,451507_v1729.9708058,1789,1788.8181632,0.21814250946044922,目標值: 1789,結果加總: 1788.8181632,所用時間: 0.22 秒,"[('TEST_451507', 1729.9708058, '451507_v1729.9708058'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363')]"
TEST_483156,230.9441497,483156_v230.9441497,300,299.8240742,1.4689693450927734,目標值: 300,結果加總: 299.8240742,所用時間: 1.47 秒,"[('TEST_483156', 230.9441497, '483156_v230.9441497'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_301613,205.9965029,301613_v205.9965029,1212,1211.7740457,0.6542201042175293,目標值: 1212,結果加總: 1211.7740457,所用時間: 0.65 秒,"[('TEST_301613', 205.9965029, '301613_v205.9965029'), ('TEST_193581', 856.9391941, '193581_v856.9391941'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_381401 ', 110.9276124, '381401_v110.9276124')]"
TEST_169907,1082.9610919,169907_v1082.9610919,1703,1702.7953956,0.11088371276855469,目標值: 1703,結果加總: 1702.7953956,所用時間: 0.11 秒,"[('TEST_169907', 1082.9610919, '169907_v1082.9610919'), ('TEST_75137', 334.9966962, '75137_v334.9966962'), ('TEST_72192  ', 160.928592, '72192_v160.928592'), ('TEST_324949 ', 123.9090155, '324949_v123.9090155')]"
TEST_31419,483.9479266,31419_v483.9479266,884,883.8468604,0.21747303009033203,目標值: 884,結果加總: 883.8468604,所用時間: 0.22 秒,"[('TEST_31419', 483.9479266, '31419_v483.9479266'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191'), ('TEST_149432', 211.9686291, '149432_v211.9686291'), ('TEST_269183 ', 151.9633856, '269183_v151.9633856')]"
TEST_25590,931.9703149,25590_v931.9703149,1951,1950.8592587,0.7739806175231934,目標值: 1951,結果加總: 1950.8592587,所用時間: 0.77 秒,"[('TEST_25590', 931.9703149, '25590_v931.9703149'), ('TEST_232244', 521.9324133, '232244_v521.9324133'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191'), ('TEST_207772', 460.9896114, '207772_v460.9896114')]"
TEST_170070,341.9587932,170070_v341.9587932,531,530.8359501,0.10706472396850586,目標值: 531,結果加總: 530.8359501,所用時間: 0.11 秒,"[('TEST_170070', 341.9587932, '170070_v341.9587932'), ('TEST_493861 ', 141.9565805, '493861_v141.9565805'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271')]"
TEST_185015,594.9132637,185015_v594.9132637,1085,1084.7524054,2.0768587589263916,目標值: 1085,結果加總: 1084.7524054,所用時間: 2.08 秒,"[('TEST_185015', 594.9132637, '185015_v594.9132637'), ('TEST_456769', 322.9182241, '456769_v322.9182241'), ('TEST_454359 ', 92.9236325, '454359_v92.9236325'), ('TEST_22568  ', 73.9972851, '22568_v73.9972851')]"
TEST_349167,927.9389765,349167_v927.9389765,1091,1090.8578961,0.76344895362854,目標值: 1091,結果加總: 1090.8578961,所用時間: 0.76 秒,"[('TEST_349167', 927.9389765, '349167_v927.9389765'), ('TEST_409842 ', 81.9990051, '409842_v81.9990051'), ('TEST_42979  ', 34.9215613, '42979_v34.9215613'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532')]"
TEST_462036,833.9843518,462036_v833.9843518,1088,1087.8522253,1.2514350414276123,目標值: 1088,結果加總: 1087.8522253,所用時間: 1.25 秒,"[('TEST_462036', 833.9843518, '462036_v833.9843518'), ('TEST_299787 ', 146.9519155, '299787_v146.9519155'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_454359 ', 92.9236325, '454359_v92.9236325')]"
TEST_448280,412.999652,448280_v412.999652,546,545.9738959,0.05347442626953125,目標值: 546,結果加總: 545.9738959,所用時間: 0.05 秒,"[('TEST_448280', 412.999652, '448280_v412.999652'), ('TEST_147931 ', 43.9970076, '147931_v43.9970076'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_175275 ', 78.9926988, '175275_v78.9926988')]"
TEST_241892,503.9730706,241892_v503.9730706,1920,1919.8244756,2.9662981033325195,目標值: 1920,結果加總: 1919.8244756,所用時間: 2.97 秒,"[('TEST_241892', 503.9730706, '241892_v503.9730706'), ('TEST_497123', 871.9566242, '497123_v871.9566242'), ('TEST_97252', 299.9668334, '97252_v299.9668334'), ('TEST_274673', 243.9279474, '274673_v243.9279474')]"
TEST_34214,477.9758886,34214_v477.9758886,573,572.8381947,1.0951485633850098,目標值: 573,結果加總: 572.8381947,所用時間: 1.10 秒,"[('TEST_34214', 477.9758886, '34214_v477.9758886'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363')]"
TEST_339347,435.9538349,339347_v435.9538349,1026,1025.7981939000001,3.408397674560547,目標值: 1026,結果加總: 1025.7981939000001,所用時間: 3.41 秒,"[('TEST_339347', 435.9538349, '339347_v435.9538349'), ('TEST_97429  ', 176.9491436, '97429_v176.9491436'), ('TEST_12586  ', 71.9484411, '12586_v71.9484411'), ('TEST_132604', 340.9467743, '132604_v340.9467743')]"
TEST_217416,343.940358,217416_v343.940358,384,383.8482436,1.3603055477142334,目標值: 384,結果加總: 383.8482436,所用時間: 1.36 秒,"[('TEST_217416', 343.940358, '217416_v343.940358'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_346732 ,101.9991873,346732_v101.9991873,456,455.85556610000003,0.10868024826049805,目標值: 456,結果加總: 455.85556610000003,所用時間: 0.11 秒,"[('TEST_346732 ', 101.9991873, '346732_v101.9991873'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_281683 ', 168.993727, '281683_v168.993727'), ('TEST_299787 ', 146.9519155, '299787_v146.9519155')]"
TEST_493156 ,82.9619079,493156_v82.9619079,969,968.7895543,1.5787668228149414,目標值: 969,結果加總: 968.7895543,所用時間: 1.58 秒,"[('TEST_493156 ', 82.9619079, '493156_v82.9619079'), ('TEST_356380', 263.9484544, '356380_v263.9484544'), ('TEST_241928', 226.9183219, '241928_v226.9183219'), ('TEST_194930', 394.9608701, '194930_v394.9608701')]"
TEST_470117,783.9458906,470117_v783.9458906,1723,1722.8892812,1.096761703491211,目標值: 1723,結果加總: 1722.8892812,所用時間: 1.10 秒,"[('TEST_470117', 783.9458906, '470117_v783.9458906'), ('TEST_273686', 561.989137, '273686_v561.989137'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_235301', 359.9812955, '235301_v359.9812955')]"
TEST_223176,222.9046817,223176_v222.9046817,962,961.7716369,7.0879387855529785,目標值: 962,結果加總: 961.7716369,所用時間: 7.09 秒,"[('TEST_223176', 222.9046817, '223176_v222.9046817'), ('TEST_409842 ', 81.9990051, '409842_v81.9990051'), ('TEST_179958', 425.9238004, '179958_v425.9238004'), ('TEST_483156', 230.9441497, '483156_v230.9441497')]"
TEST_232244,521.9324133,232244_v521.9324133,613,612.8360887,0.49829697608947754,目標值: 613,結果加總: 612.8360887,所用時間: 0.50 秒,"[('TEST_232244', 521.9324133, '232244_v521.9324133'), ('TEST_147931 ', 43.9970076, '147931_v43.9970076'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_4400,761.9877274,4400_v761.9877274,803,802.9414531,0.5730645656585693,目標值: 803,結果加總: 802.9414531,所用時間: 0.57 秒,"[('TEST_4400', 761.9877274, '4400_v761.9877274'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_94250,630.9512535,94250_v630.9512535,1984,1983.8059194,0.168548583984375,目標值: 1984,結果加總: 1983.8059194,所用時間: 0.17 秒,"[('TEST_94250', 630.9512535, '94250_v630.9512535'), ('TEST_463565 ', 16.9729581, '463565_v16.9729581'), ('TEST_180193 ', 137.9469333, '180193_v137.9469333'), ('TEST_259456', 1197.9347745, '259456_v1197.9347745')]"
TEST_230670,995.9797387,230670_v995.9797387,1229,1228.8551077,0.2234020233154297,目標值: 1229,結果加總: 1228.8551077,所用時間: 0.22 秒,"[('TEST_230670', 995.9797387, '230670_v995.9797387'), ('TEST_209433 ', 42.9844842, '209433_v42.9844842'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191'), ('TEST_40743  ', 153.9239657, '40743_v153.9239657')]"
TEST_409842 ,81.9990051,409842_v81.9990051,369,368.83842000000004,0.7744865417480469,目標值: 369,結果加總: 368.83842000000004,所用時間: 0.77 秒,"[('TEST_409842 ', 81.9990051, '409842_v81.9990051'), ('TEST_153062', 256.9160668, '153062_v256.9160668'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_264980,657.9174898,264980_v657.9174898,1369,1368.7704611,0.11070513725280762,目標值: 1369,結果加總: 1368.7704611,所用時間: 0.11 秒,"[('TEST_264980', 657.9174898, '264980_v657.9174898'), ('TEST_337395', 463.9740436, '337395_v463.9740436'), ('TEST_100143 ', 121.9146713, '100143_v121.9146713'), ('TEST_170970 ', 124.9642564, '170970_v124.9642564')]"
TEST_223176,222.9046817,223176_v222.9046817,708,707.7569674,0.16398215293884277,目標值: 708,結果加總: 707.7569674,所用時間: 0.16 秒,"[('TEST_223176', 222.9046817, '223176_v222.9046817'), ('TEST_199839 ', 116.9538015, '199839_v116.9538015'), ('TEST_410233', 305.9154589, '410233_v305.9154589'), ('TEST_354677 ', 61.9830253, '354677_v61.9830253')]"
TEST_343053 ,41.9143671,343053_v41.9143671,503,502.7340137,0.6645317077636719,目標值: 503,結果加總: 502.7340137,所用時間: 0.66 秒,"[('TEST_343053 ', 41.9143671, '343053_v41.9143671'), ('TEST_296370', 315.9201878, '296370_v315.9201878'), ('TEST_188133 ', 75.9138511, '188133_v75.9138511'), ('TEST_336136 ', 68.9856077, '336136_v68.9856077')]"
TEST_15243,1346.9555787,15243_v1346.9555787,1413,1412.8458458999999,4.305114984512329,目標值: 1413,結果加總: 1412.8458458999999,所用時間: 4.31 秒,"[('TEST_15243', 1346.9555787, '15243_v1346.9555787'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_300636 ,37.9107363,300636_v37.9107363,104,103.8257042,1.1940081119537354,目標值: 104,結果加總: 103.8257042,所用時間: 1.19 秒,"[('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_409589 ,163.9786417,409589_v163.9786417,1079,1078.7860538999998,0.43727779388427734,目標值: 1079,結果加總: 1078.7860538999998,所用時間: 0.44 秒,"[('TEST_409589 ', 163.9786417, '409589_v163.9786417'), ('TEST_72192  ', 160.928592, '72192_v160.928592'), ('TEST_200159', 567.9776003, '200159_v567.9776003'), ('TEST_468867 ', 185.9012199, '468867_v185.9012199')]"
TEST_140609,757.9827843,140609_v757.9827843,1063,1062.8715788,3.154791831970215,目標值: 1063,結果加總: 1062.8715788,所用時間: 3.15 秒,"[('TEST_140609', 757.9827843, '140609_v757.9827843'), ('TEST_116267 ', 93.9622995, '116267_v93.9622995'), ('TEST_474499 ', 108.9273077, '474499_v108.9273077'), ('TEST_346732 ', 101.9991873, '346732_v101.9991873')]"
TEST_78791,810.9907362,78791_v810.9907362,1286,1285.7764107,5.378065824508667,目標值: 1286,結果加總: 1285.7764107,所用時間: 5.38 秒,"[('TEST_78791', 810.9907362, '78791_v810.9907362'), ('TEST_285806', 391.9290263, '285806_v391.9290263'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_458234 ', 44.9459119, '458234_v44.9459119')]"
TEST_40743  ,153.9239657,40743_v153.9239657,195,194.7993974,0.3306593894958496,目標值: 195,結果加總: 194.7993974,所用時間: 0.33 秒,"[('TEST_40743  ', 153.9239657, '40743_v153.9239657'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_281564,287.9195994,281564_v287.9195994,493,492.81869869999997,0.2769324779510498,目標值: 493,結果加總: 492.81869869999997,所用時間: 0.28 秒,"[('TEST_281564', 287.9195994, '281564_v287.9195994'), ('TEST_122493 ', 84.9882406, '122493_v84.9882406'), ('TEST_188133 ', 75.9138511, '188133_v75.9138511'), ('TEST_147931 ', 43.9970076, '147931_v43.9970076')]"
TEST_184600 ,26.9678572,184600_v26.9678572,542,541.8746589,2.9827067852020264,目標值: 542,結果加總: 541.8746589,所用時間: 2.98 秒,"[('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_5642   ', 145.9801513, '5642_v145.9801513'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_170070', 341.9587932, '170070_v341.9587932')]"
TEST_467266,829.9860189,467266_v829.9860189,939,938.9362623,0.32712531089782715,目標值: 939,結果加總: 938.9362623,所用時間: 0.33 秒,"[('TEST_467266', 829.9860189, '467266_v829.9860189'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_222792 ', 60.9977355, '222792_v60.9977355')]"
TEST_460216,716.9035959,460216_v716.9035959,798,797.6823229,1.0893049240112305,目標值: 798,結果加總: 797.6823229,所用時間: 1.09 秒,"[('TEST_460216', 716.9035959, '460216_v716.9035959'), ('TEST_343053 ', 41.9143671, '343053_v41.9143671'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_323728,1115.9693303,323728_v1115.9693303,1201,1200.9265206,1.9243154525756836,目標值: 1201,結果加總: 1200.9265206,所用時間: 1.92 秒,"[('TEST_323728', 1115.9693303, '323728_v1115.9693303'), ('TEST_147931 ', 43.9970076, '147931_v43.9970076'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_57860,539.9594612,57860_v539.9594612,773,772.9066204,0.1645517349243164,目標值: 773,結果加總: 772.9066204,所用時間: 0.16 秒,"[('TEST_57860', 539.9594612, '57860_v539.9594612'), ('TEST_467906 ', 165.9641553, '467906_v165.9641553'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532')]"
TEST_237211,1003.967726,237211_v1003.967726,1372,1371.8169308,0.8745393753051758,目標值: 1372,結果加總: 1371.8169308,所用時間: 0.87 秒,"[('TEST_237211', 1003.967726, '237211_v1003.967726'), ('TEST_265725', 238.9830865, '265725_v238.9830865'), ('TEST_474499 ', 108.9273077, '474499_v108.9273077'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106')]"
TEST_391771,301.9934518,391771_v301.9934518,1202,1201.8707415000001,2.1338577270507812,目標值: 1202,結果加總: 1201.8707415000001,所用時間: 2.13 秒,"[('TEST_391771', 301.9934518, '391771_v301.9934518'), ('TEST_271291', 737.9096117, '271291_v737.9096117'), ('TEST_9627   ', 45.9983532, '9627_v45.9983532'), ('TEST_498626 ', 115.9693248, '498626_v115.9693248')]"
TEST_174507 ,134.9974336,174507_v134.9974336,426,425.7861672,0.16318297386169434,目標值: 426,結果加總: 425.7861672,所用時間: 0.16 秒,"[('TEST_174507 ', 134.9974336, '174507_v134.9974336'), ('TEST_136879 ', 94.9159116, '136879_v94.9159116'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191'), ('TEST_446140 ', 159.9059029, '446140_v159.9059029')]"
TEST_57601  ,38.9567035,57601_v38.9567035,111,110.8312818,1.8828482627868652,目標值: 111,結果加總: 110.8312818,所用時間: 1.88 秒,"[('TEST_57601  ', 38.9567035, '57601_v38.9567035'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_57601  ', 38.9567035, '57601_v38.9567035')]"
TEST_22568  ,73.9972851,22568_v73.9972851,850,849.9343665,0.9854297637939453,目標值: 850,結果加總: 849.9343665,所用時間: 0.99 秒,"[('TEST_22568  ', 73.9972851, '22568_v73.9972851'), ('TEST_395306', 401.9977793, '395306_v401.9977793'), ('TEST_171809 ', 10.9520836, '171809_v10.9520836'), ('TEST_421992', 362.9872185, '421992_v362.9872185')]"
TEST_78800,1265.9555385,78800_v1265.9555385,1694,1693.8435275000002,3.265488862991333,目標值: 1694,結果加總: 1693.8435275000002,所用時間: 3.27 秒,"[('TEST_78800', 1265.9555385, '78800_v1265.9555385'), ('TEST_349459 ', 197.9667351, '349459_v197.9667351'), ('TEST_343476', 201.9262268, '343476_v201.9262268'), ('TEST_69899  ', 27.9950271, '69899_v27.9950271')]"
TEST_40743  ,153.9239657,40743_v153.9239657,205,204.8319645,0.27417778968811035,目標值: 205,結果加總: 204.8319645,所用時間: 0.27 秒,"[('TEST_40743  ', 153.9239657, '40743_v153.9239657'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106'), ('TEST_383888 ', 9.9845375, '383888_v9.9845375'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_251232,1321.9844295,251232_v1321.9844295,1599,1598.8342789,1.2981784343719482,目標值: 1599,結果加總: 1598.8342789,所用時間: 1.30 秒,"[('TEST_251232', 1321.9844295, '251232_v1321.9844295'), ('TEST_343476', 201.9262268, '343476_v201.9262268'), ('TEST_57601  ', 38.9567035, '57601_v38.9567035'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191')]"
TEST_196991,1172.9075984,196991_v1172.9075984,1368,1367.7247766,2.2505927085876465,目標值: 1368,結果加總: 1367.7247766,所用時間: 2.25 秒,"[('TEST_196991', 1172.9075984, '196991_v1172.9075984'), ('TEST_175275 ', 78.9926988, '175275_v78.9926988'), ('TEST_249994 ', 80.9029181, '249994_v80.9029181'), ('TEST_42979  ', 34.9215613, '42979_v34.9215613')]"
TEST_346732 ,101.9991873,346732_v101.9991873,633,632.9384073,0.8150439262390137,目標值: 633,結果加總: 632.9384073,所用時間: 0.82 秒,"[('TEST_346732 ', 101.9991873, '346732_v101.9991873'), ('TEST_301613', 205.9965029, '301613_v205.9965029'), ('TEST_341580', 297.9748599, '341580_v297.9748599'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572')]"
TEST_199839 ,116.9538015,199839_v116.9538015,671,670.8993074,0.05354189872741699,目標值: 671,結果加總: 670.8993074,所用時間: 0.05 秒,"[('TEST_199839 ', 116.9538015, '199839_v116.9538015'), ('TEST_486078', 468.9838, '486078_v468.9838'), ('TEST_386187 ', 13.9923255, '386187_v13.9923255'), ('TEST_402037 ', 70.9693804, '402037_v70.9693804')]"
TEST_316093,964.9507558,316093_v964.9507558,1740,1739.7571379,1.8681552410125732,目標值: 1740,結果加總: 1739.7571379,所用時間: 1.87 秒,"[('TEST_316093', 964.9507558, '316093_v964.9507558'), ('TEST_184600 ', 26.9678572, '184600_v26.9678572'), ('TEST_269687', 375.9360817, '269687_v375.9360817'), ('TEST_471409', 371.9024432, '471409_v371.9024432')]"
TEST_398215,426.9758463,398215_v426.9758463,584,583.7908093,0.055852651596069336,目標值: 584,結果加總: 583.7908093,所用時間: 0.06 秒,"[('TEST_398215', 426.9758463, '398215_v426.9758463'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_361526 ', 19.9388106, '361526_v19.9388106'), ('TEST_329437 ', 117.9506031, '329437_v117.9506031')]"
TEST_128745,397.9478982,128745_v397.9478982,1258,1257.8803903,0.9290339946746826,目標值: 1258,結果加總: 1257.8803903,所用時間: 0.93 秒,"[('TEST_128745', 397.9478982, '128745_v397.9478982'), ('TEST_231073 ', 77.9858418, '231073_v77.9858418'), ('TEST_329437 ', 117.9506031, '329437_v117.9506031'), ('TEST_316610', 663.9960472, '316610_v663.9960472')]"
TEST_155505,456.9786371,155505_v456.9786371,818,817.9337731,0.4330294132232666,目標值: 818,結果加總: 817.9337731,所用時間: 0.43 秒,"[('TEST_155505', 456.9786371, '155505_v456.9786371'), ('TEST_402037 ', 70.9693804, '402037_v70.9693804'), ('TEST_409842 ', 81.9990051, '409842_v81.9990051'), ('TEST_462676', 207.9867505, '462676_v207.9867505')]"
TEST_246583,598.9786901,246583_v598.9786901,1142,1141.9365776,1.0721843242645264,目標值: 1142,結果加總: 1141.9365776,所用時間: 1.07 秒,"[('TEST_246583', 598.9786901, '246583_v598.9786901'), ('TEST_442183', 427.9982696, '442183_v427.9982696'), ('TEST_175275 ', 78.9926988, '175275_v78.9926988'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191')]"
TEST_404784,1324.9063979,404784_v1324.9063979,1405,1404.7864356,0.6107509136199951,目標值: 1405,結果加總: 1404.7864356,所用時間: 0.61 秒,"[('TEST_404784', 1324.9063979, '404784_v1324.9063979'), ('TEST_300636 ', 37.9107363, '300636_v37.9107363'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_129499,751.9518533,129499_v751.9518533,828,827.8289724,2.0282769203186035,目標值: 828,結果加總: 827.8289724,所用時間: 2.03 秒,"[('TEST_129499', 751.9518533, '129499_v751.9518533'), ('TEST_313008 ', 35.9669191, '313008_v35.9669191'), ('TEST_129102 ', 18.9255493, '129102_v18.9255493'), ('TEST_427890 ', 20.9846507, '427890_v20.9846507')]"
TEST_37126  ,155.9890939,37126_v155.9890939,1706,1705.8726434999999,0.16356134414672852,目標值: 1706,結果加總: 1705.8726434999999,所用時間: 0.16 秒,"[('TEST_37126  ', 155.9890939, '37126_v155.9890939'), ('TEST_182875', 1032.9337942, '182875_v1032.9337942'), ('TEST_175275 ', 78.9926988, '175275_v78.9926988'), ('TEST_427555', 437.9570566, '427555_v437.9570566')]"
